,type_of_intervention,data_start,date_end,locality,state,country,citation,entered_by,further_notes_comments,Unnamed: 9
643,CPV,3/18/2020,,"bexar_county,_san_antonio",Texas,USA,https://www.sanantonio.gov/Health/News/NewsReleases/ArtMID/9362/ArticleID/18620/Mayor-Ron-Nirenberg-announces-new-social-distancing-measures,Greg,Closed bars gyms restaurants,
645,PC,3/20/2020,4/3/2020,"bexar_county,_san_antonio",Texas,USA,https://spectrumlocalnews.com/tx/san-antonio/news/2020/03/13/what-s-canceled--closed-or-postponed-in-the-san-antonio-area-,Greg,School Closures Announced (w/ planned end date 3/21/2020),
214,TR_China,2/3/2020,,"bexar_county,_san_antonio",Texas,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
183,CI,2/22/2020,,busan,,South Korea,https://www.cdc.go.kr/board/board.es?mid=a30402000000&bid=0030&tag=&act=view&list_no=366296,Gautam,First known cases in Busan,
184,CPV,2/23/2020,,busan,,South Korea,https://english.busan.go.kr/bsnews01/1422110,Gautam,"Temporary Closure of Public Sports, Cultural and Tourism Facilities in Busan to Prevent the Spread of the Coronavirus (COVID-19)",
185,PC,2/24/2020,4/3/2020,busan,,South Korea,http://www.koreaherald.com/view.php?ud=20200308000202,Gautam,School closures,
186,HE,3/3/2020,,busan,,South Korea,https://english.busan.go.kr/bsnews01/1423594,Gautam,COVID-19 Guidelines Offered in 14 Different Languages,
188,HE,3/11/2020,,busan,,South Korea,https://english.busan.go.kr/bsnews01/1425263,Gautam,Self Quarantine guidelines published,
189,HE,3/12/2020,,busan,,South Korea,https://english.busan.go.kr/bsnews01/1425327,Gautam,[COVID-19] Correct method for wearing a mask,
657,TR_Hubei,2/4/2020,,busan,,South Korea,http://www.koreaherald.com/view.php?ud=20200217000274,Gautam,"South Korea restricts arrivals from Hubei province, strengthens quarantine for arrivals from China, and suspends visa-free programs on Jeju Island for Chinese visitors.",
94,GS_100,3/15/2020,3/31/2020,contra_costa_county,CA,USA,https://cchealth.org/press-releases/2020/0314-Mass-Gatherings.php,UM,,
102,SD,3/17/2020,,contra_costa_county,CA,USA,https://cchealth.org/press-releases/2020/0316-Bay-Area-Jurisdictions-Order-Residents-to-Stay-Home.php,UM,,
103,PC,3/17/2020,,contra_costa_county,CA,USA,https://cchealth.org/press-releases/2020/0316-Bay-Area-Jurisdictions-Order-Residents-to-Stay-Home.php,UM,,
104,CPV,3/17/2020,,contra_costa_county,CA,USA,https://cchealth.org/press-releases/2020/0316-Bay-Area-Jurisdictions-Order-Residents-to-Stay-Home.php,UM,,
105,NESC,3/17/2020,,contra_costa_county,CA,USA,https://cchealth.org/press-releases/2020/0316-Bay-Area-Jurisdictions-Order-Residents-to-Stay-Home.php,UM,,
107,SOE,3/10/2020,,contra_costa_county,CA,USA,https://cchealth.org/coronavirus/pdf/HO-COVID19-01-Prohibiting-Mass-Gatherings-of-100-or-more.pdf,UM,local emergency,
214,TR_China,2/3/2020,,contra_costa_county,CA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
349,HE,1/26/2020,,contra_costa_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-001.aspx,Isra,Virus prevention education published in response to early cases in CA,
352,SOE,3/2/2020,,contra_costa_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-009.aspx,Isra,CA Governor requests money from the Disaster Response Emergency Operations Account to fight COVID-19,
354,SOE,3/4/2020,,contra_costa_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,CA Governor declares state of emergency,
355,PL,3/4/2020,,contra_costa_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,Paid leave policies put in place,
356,SDO,3/9/2020,,contra_costa_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-016.aspx,Isra,Social distancing for vulnerable/at-risk populations,
358,GS_250,3/13/2020,,contra_costa_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-021.aspx,Isra,"Applies to gambling venues, theme parks, theaters",
359,PC,3/13/2020,,contra_costa_county,CA,USA,https://www.cde.ca.gov/ls/he/hn/distancelearning.asp,Isra,Guidelines for physical closures of schools,
360,CPV,3/16/2020,,contra_costa_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-024.aspx,Isra,Restrict dine-in options for restaurants/bars,
361,SD,3/19/2020,4/7/2020,contra_costa_county,CA,USA,https://time.com/5806477/what-is-shelter-in-place/,Isra,"State-wide issue of ""stay at home"" order",
362,NESC,3/19/2020,,contra_costa_county,CA,USA,https://www.mercurynews.com/2020/03/20/coronavirus-california-stay-home-order-local-bay-area-covid-19-rules/,Isra,Non-essential services closed,
424,CPV,16-Mar,30-Mar,cook_county,IL,USA,https://blockclubchicago.org/2020/03/15/all-illinois-bars-and-restaurants-to-be-closed-for-in-person-dining-amid-coronavirus-spread-gov-pritzker-orders/,RaghavR,STATE-WIDE,
426,SD,21-Mar,7-Apr,cook_county,IL,USA,https://www.illinoispolicy.org/pritzker-orders-illinoisans-to-shelter-in-place-until-april-7/,RaghavR,"STATE-WIDE, stay at home mandate",
427,PC,17-Mar,30-Mar,cook_county,IL,USA,https://www.pjstar.com/news/20200313/governor-orders-schools-closed-over-covid-19,RaghavR,"STATE-WIDE, all IL schools",
428,PC,17-Mar,20-Apr,cook_county,IL,USA,https://chicago.cbslocal.com/2020/03/19/mayor-lightfoot-announces-school-closure-extended-to-april-21-amid-coronavirus-pandemic/,RaghavR,Chicago public school closure extended to April 20,
429,NESC,21-Mar,7-Apr,cook_county,IL,USA,https://www.illinoispolicy.org/what-you-need-to-know-about-coronavirus-in-illinois/,RaghavR,STATE-WIDE,
430,CPV,16-Mar,30-Mar,cook_county,IL,USA,https://www.illinoispolicy.org/what-you-need-to-know-about-coronavirus-in-illinois/,RaghavR,STATE-WIDE,
433,SOE,18-Mar,,cook_county,IL,USA,https://chicago.suntimes.com/coronavirus/2020/3/18/21186071/coronavirus-oak-park-state-emergency-shelter-place,RaghavR,Oak Park declares state of emergency,
434,SOE,18-Mar,,cook_county,IL,USA,https://www.chicagotribune.com/suburbs/buffalo-grove/ct-bgc-emergency-declaration-coronavirus-tl-0326-20200318-jkddx4kkrbe6xbk476evjram64-story.html,RaghavR,Buffalo Grove declares state of emergency,
435,SOE,9-Mar,,cook_county,IL,USA,https://www.sj-r.com/news/20200309/pritzker-declares-state-of-emergency-for-covid-19,RaghavR,"STATE-WIDE; ""Disaster proclamation""",
436,HS,15-Mar,,cook_county,IL,USA,https://chicago.cbslocal.com/2020/03/15/large-crowds-forced-to-wait-hours-at-ohare-for-covid-19-screenings/,RaghavR,O'hare health screenings for inbound travelers from Europe,
214,TR_China,2/3/2020,,cook_county,IL,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
480,PC,3/16/2020,4/8/2020,cook_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,"STATE_WIDE The State of Illinois has mandated that all K-12 public and private schools, including those in Lake County, close from March 17 through March 30, 2020 to promote social distancing and minimize the spread of COVID-19 in our communities.",
482,CPV,3/16/2020,3/30/2020,cook_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,"STATE_WIDE All businesses in Illinois that offer food or beverages for on-premises consumption - including restaurants, bars, grocery stores, and food halls - must suspend service for and may not permit on-premises consumption.",
487,NESC,3/21/2020,4/7/2020,cook_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,STATE_WIDE All non essential personal and business activities are closed.,
488,SD,3/21/2020,4/7/2020,cook_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,STATE_WIDE Stay-at-home order,
490,SOE,3/9/2020,,cook_county,IL,USA,https://www.sj-r.com/news/20200309/pritzker-declares-state-of-emergency-for-covid-19,Vidushi,"STATE-WIDE; ""Disaster proclamation""",
726,SD,22-Mar-20,,dallas_county,TX,USA,https://www.dallasnews.com/news/public-health/2020/03/18/dallas-county-limits-gatherings-to-less-than-10-people-to-slow-cases-of-coronavirus/,Sean,Official order from Dallas County Judge Clay Jenkins: https://www.documentcloud.org/documents/6817012-Updated-Amended-Order-March-23-002.html,
727,GS_10,16-Mar-20,,dallas_county,TX,USA,https://www.documentcloud.org/documents/6817012-Updated-Amended-Order-March-23-002.html - Official order from Dallas County Judge Clay Jenkins:,Sean,"References national guidelines issued by Office of the President, recommending restricting gatherings of 10 or more.",
728,GS_10,19-Mar-20,3-Apr-20,dallas_county,TX,USA,https://gov.texas.gov/uploads/files/press/EO-GA_08_COVID-19_preparedness_and_mitigation_FINAL_03-19-2020_1.pdf,Sean,Executive order from TX Gov. Abbot makes gathering restriction mandatory. End date subject to extension.,
729,CPV,19-Mar-20,3-Apr-20,dallas_county,TX,USA,https://gov.texas.gov/uploads/files/press/EO-GA_08_COVID-19_preparedness_and_mitigation_FINAL_03-19-2020_1.pdf,Sean,Executive order from TX Gov. Abbot makes gathering restriction mandatory. End date subject to extension.,
730,PC,19-Mar-20,,dallas_county,TX,USA,https://gov.texas.gov/uploads/files/press/EO-GA_08_COVID-19_preparedness_and_mitigation_FINAL_03-19-2020_1.pdf,Sean,Closures began on March 16th upon recommendation of Dallas County Health and Human Services: https://thehub.dallasisd.org/2020/03/16/dallas-isd-schools-indefinitely-closed-to-help-slow-spread-of-coronavirus/. Executive order from TX Gov. Abbot makes gathering restriction mandatory. End date subject to extension statewide. Local closures indefinite.,
731,SOE,12-Mar-20,,dallas_county,TX,USA,https://www.dallasnews.com/news/public-health/2020/03/18/dallas-county-limits-gatherings-to-less-than-10-people-to-slow-cases-of-coronavirus/,Sean,Official order from Dallas County Judge Clay Jenkins: (references March 12th order) https://www.documentcloud.org/documents/6817012-Updated-Amended-Order-March-23-002.html,
732,CI,4-Feb-20,,dallas_county,TX,USA,https://www.dallasnews.com/news/public-health/2020/02/04/no-confirmed-coronavirus-cases-in-texas-said-top-health-official-in-dallas-county/,,"Story shows beginning of Tarrant County (location of nearby DFW airport) beginning case isolation. Cannot find a clear beginning of local or state order to self-quarantine known or suspected cases apart from CDC guidelines, although appears to be practice from early in February.",
733,PTQS,2-Feb-20,,dallas_county,TX,USA,https://www.dallasnews.com/business/airlines/2020/02/04/american-airlines-suspends-hong-kong-flights-too-with-coronavirus-threat/,Sean,CDC designates DFW Airport as screening site for flights from Hubei province.,
734,CPV,13-Mar-20,,dallas_county,TX,USA,dallasnews.com/news/public-health/2020/03/13/dallas-closes-all-parks-libraries-and-cultural-facilities/,Sean,Publicly-owned venues closed and privately owned public venues restricted to gatherings less than 500.,
735,GS_500,12-Mar-20,,dallas_county,TX,USA,https://www.dallasnews.com/news/public-health/2020/03/13/dallas-mayor-bans-public-gatherings-of-more-than-500-people-to-stop-spread-of-coronavirus/,Sean,Dallas mayor bans public gatherings of more than 500 people.,
736,NESC,22-Mar-20,,dallas_county,TX,USA,https://www.dallasnews.com/news/public-health/2020/03/18/dallas-county-limits-gatherings-to-less-than-10-people-to-slow-cases-of-coronavirus/,Sean,Official order from Dallas County Judge Clay Jenkins: https://www.documentcloud.org/documents/6817012-Updated-Amended-Order-March-23-002.html,
737,GS_10,19-Mar-20,3-Apr-20,dallas_county,TX,USA,https://gov.texas.gov/uploads/files/press/EO-GA_08_COVID-19_preparedness_and_mitigation_FINAL_03-19-2020_1.pdf,Sean,Executive order from TX Gov. Abbot makes gathering restriction mandatory. End date subject to extension.,
738,CPV,19-Mar-20,3-Apr-20,dallas_county,TX,USA,https://gov.texas.gov/uploads/files/press/EO-GA_08_COVID-19_preparedness_and_mitigation_FINAL_03-19-2020_1.pdf,Sean,Executive order from TX Gov. Abbot makes gathering restriction mandatory. End date subject to extension.,
739,PC,19-Mar-20,,dallas_county,TX,USA,https://gov.texas.gov/uploads/files/press/EO-GA_08_COVID-19_preparedness_and_mitigation_FINAL_03-19-2020_1.pdf,Sean,Closures began on March 16th upon recommendation of Dallas County Health and Human Services: https://thehub.dallasisd.org/2020/03/16/dallas-isd-schools-indefinitely-closed-to-help-slow-spread-of-coronavirus/. Executive order from TX Gov. Abbot makes gathering restriction mandatory. End date subject to extension statewide. Local closures indefinite.,
172,SOD,3/13/2020,,dallas_county,TX,USA,https://tdem.texas.gov/covid-19/#1584552291367-2b8805f2-7b68,Erica,declaring a state of disaster,
176,GS_10,3/19/2020,,dallas_county,TX,USA,https://www.texastribune.org/2020/03/19/texas-restaurants-bars-closed-greg-abbott/,Erica,executive order that will limit social gatherings to 10 people,
177,GS_10,3/19/2020,4/3/2020,dallas_county,TX,USA,https://www.politico.com/news/2020/03/19/texas-governor-coronavirus-lockdown-orders-137691,Erica,"Governor executive order limiting public gatherings to 10 people, shutting schools",
178,SDO,3/19/2020,4/3/2020,dallas_county,TX,USA,https://www.politico.com/news/2020/03/19/texas-governor-coronavirus-lockdown-orders-137691,Erica,Governor executive order prohibiting visitors to nursing homes and retirement communities,
179,CPV,3/19/2020,4/3/2020,dallas_county,TX,USA,https://www.politico.com/news/2020/03/19/texas-governor-coronavirus-lockdown-orders-137691,Erica,Governor executive order Limiting bars and restaurants to take-out through April 3,
180,NESC,3/19/2020,4/3/2020,dallas_county,TX,USA,https://www.politico.com/news/2020/03/19/texas-governor-coronavirus-lockdown-orders-137691,Erica,Gov recommended that non-essential state employees telework.,
181,PC,3/20/2020,,dallas_county,TX,USA,https://www.bloomberg.com/news/articles/2020-03-20/uh-oh-moment-finally-hits-states-slow-to-adopt-social-distancing,Erica,"Abbott declared a public disaster, closed public schools for 5 million students and applied restrictions to restaurants, gyms and other businesses. He also put a 10-person limit on gathering",
182,CPV,3/20/2020,,dallas_county,TX,USA,https://www.bloomberg.com/news/articles/2020-03-20/uh-oh-moment-finally-hits-states-slow-to-adopt-social-distancing,Erica,"Abbott applied restrictions to restaurants, gyms and other businesses.",
214,TR_China,2/3/2020,,dallas_county,TX,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
40,CI,3/5/2020,,denver_county,CO,USA,https://www.denvergov.org/content/denvergov/en/environmental-health/news/newsroom_2020/update-on-covid-19--denvers-response.html,Megan,"first confirmed cases, until further notice",
41,PC,3/11/2020,4/10/2020,denver_county,CO,USA,https://denverite.com/2020/03/11/how-university-and-colleges-in-denver-are-responding-to-the-new-coronavirus/,Megan,colleges close,
42,PC,3/16/2020,4/6/2020,denver_county,CO,USA,https://www.denverpost.com/2020/03/12/denver-schools-closed-coronavirus/,Megan,Public school closure,
43,CPV,3/13/2020,4/12/2020,denver_county,CO,USA,https://www.denvergov.org/content/denvergov/en/environmental-health/news/coronavirus-info/cancelled-events.html,Megan,select public venues close,
44,CPV,3/16/2020,,denver_county,CO,USA,https://www.denvergov.org/content/denvergov/en/environmental-health/news/coronavirus-info/cancelled-events.html,Megan,additional public venues close until further notice,
45,CPV,3/17/2020,5/11/2020,denver_county,CO,USA,https://www.denvergov.org/content/denvergov/en/mayors-office/newsroom/2020/city-and-county-of-denver-covid-19-response-update.html,Megan,restaurants/bars close,
46,GS,3/16/2020,5/11/2020,denver_county,CO,USA,https://www.denvergov.org/content/denvergov/en/environmental-health/news/coronavirus-info/cancelled-events.html,Megan,limits on gatherings over 50 people,
47,GS,3/20/2020,5/11/2020,denver_county,CO,USA,https://www.denvergov.org/content/denvergov/en/city-of-denver-home/news/2020/city-and-county-of-denver-covid-19-response-update.html,Megan,order amended to limit gatherings over 10 people,
48,SOE,3/12/2020,3/19/2020,denver_county,CO,USA,https://www.denvergov.org/content/denvergov/en/environmental-health/news/coronavirus-info/cornonavirus--covid-19--news.html,Megan,local state of emergency,
49,NESC,3/20/2020,,denver_county,CO,USA,https://www.denvergov.org/content/denvergov/en/city-of-denver-home/news/2020/city-and-county-of-denver-covid-19-response-update.html,Megan,non-essential services close until further notice,
50,HE,2/27/2020,,denver_county,CO,USA,https://kdvr.com/news/health/denver-health-on-coronavirus-wash-hands-stay-away-from-those-with-symptoms-continue-daily-routines/,Megan,denver health announces hygiene precautions,
51,HS,3/15/2020,,denver_county,CO,USA,https://www.denverpost.com/2020/03/15/us-airports-coronavirus-screenings/,Megan,airport screenings,
52,PL,3/19/2020,,denver_county,CO,USA,https://www.denvergov.org/content/denvergov/en/city-of-denver-home/news/2020/denver-announces-initial-economic-relief-package-for-businesses-.html,Megan,"announcement of relief funding, relaxation of city fees until further notice",
214,TR_China,2/3/2020,,denver_county,CO,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
320,HQ,3/5/2020,,dupage_county,IL,USA,https://www.dupageco.org/CountyBoard/Chairman/Messages/2020/62539/,Isra,Stay home with respiratory disease symptoms,
323,SOE,3/16/2020,,dupage_county,IL,USA,https://www.mysuburbanlife.com/2020/03/15/dupage-county-to-issue-disaster-proclamation-in-response-to-first-confirmed-covid-19-case/a19mj3r/,Isra,DuPage County issues disaster proclamation,
325,PC,3/18/2020,4/8/2020,dupage_county,IL,USA,http://www.ipsd.org/Subpage.aspx/Covid19,Isra,Temporarly closing of some school districts in DuPage; recommended e-learning,
326,SD,3/21/2020,4/7/2020,dupage_county,IL,USA,https://www.dupagehealth.org/DocumentCenter/View/2463/Executive-Order-in-Response-to-COVID-19-PDF-32020?bidId=,Isra,All individuals instructed to stay home aside from essential activiites,
327,NESC,3/21/2020,,dupage_county,IL,USA,https://www.dupagehealth.org/DocumentCenter/View/2463/Executive-Order-in-Response-to-COVID-19-PDF-32020?bidId=,Isra,,
328,TR,3/21/2020,,dupage_county,IL,USA,https://www.dupagehealth.org/DocumentCenter/View/2463/Executive-Order-in-Response-to-COVID-19-PDF-32020?bidId=,Isra,"Only essential travel by car, bike, train, etc. is allowed",
329,SDO,3/21/2020,,dupage_county,IL,USA,https://www.dupagehealth.org/DocumentCenter/View/2463/Executive-Order-in-Response-to-COVID-19-PDF-32020?bidId=,Isra,Elderly + vulnerable people recommended to stay home,
214,TR_China,2/3/2020,,dupage_county,IL,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
480,PC,3/16/2020,4/8/2020,dupage_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,"STATE_WIDE The State of Illinois has mandated that all K-12 public and private schools, including those in Lake County, close from March 17 through March 30, 2020 to promote social distancing and minimize the spread of COVID-19 in our communities.",
482,CPV,3/16/2020,3/30/2020,dupage_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,"STATE_WIDE All businesses in Illinois that offer food or beverages for on-premises consumption - including restaurants, bars, grocery stores, and food halls - must suspend service for and may not permit on-premises consumption.",
487,NESC,3/21/2020,4/7/2020,dupage_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,STATE_WIDE All non essential personal and business activities are closed.,
488,SD,3/21/2020,4/7/2020,dupage_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,STATE_WIDE Stay-at-home order,
490,SOE,3/9/2020,,dupage_county,IL,USA,https://www.sj-r.com/news/20200309/pritzker-declares-state-of-emergency-for-covid-19,Vidushi,"STATE-WIDE; ""Disaster proclamation""",
564,HS,2/3/2020,,essex_county,NJ,USA,https://patch.com/new-jersey/newarknj/coronavirus-feds-funnel-planes-china-newark-airport,Preeya,Screening process at Newark Airport,
572,TR_Europe,3/13/2020,,essex_county,NJ,USA,http://news.aa.com/news/news-details/2020/Update-on-Government-Imposed-Travel-Restrictions-OPS-DIS-03/,Preeya,Foreign nationals who have traveled to one of the Schengen Area countries within the last 14 days will be denied permission to travel to the US,
214,TR_China,2/3/2020,,essex_county,NJ,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
551,GS_50,3/16/2020,3/31/2020,fulton_county,GA,USA,https://www.atlantaga.gov/Home/Components/News/News/13294/672,John,Atlanta limit on public gatherings greater than 50 people,
552,CPV_50,3/16/2020,3/31/2020,fulton_county,GA,USA,https://www.atlantaga.gov/Home/ShowDocument?id=45408,John,Maximum occupancy of 50 for all non public care faculties,
553,CPV,3/16/2020,,fulton_county,GA,USA,https://www.fultoncountyga.gov/news/2020/03/17/updates-on-fulton-county-facility-closures-and-service-changes,John,"Fulton closure of art centers, senior centers, libraries, training centers, animal control",
557,CPV,3/19/2020,3/31/2020,fulton_county,GA,USA,https://www.atlantaga.gov/government/mayor-s-office/city-of-atlanta-covid-19-response,John,"Atlanta food services limited to drive-through, take-out, or delivery",
558,CPV,3/20/2020,4/3/2020,fulton_county,GA,USA,https://www.roswellgov.com/home/showdocument?id=7344,John,"Roswell food services limited to drive-through, take-out, or delivery",
561,CPV,3/20/2020,,fulton_county,GA,USA,https://www.roswellgov.com/residents/coronavirus,John,Roswell closure of all public parks until further notice,
562,CPV,3/20/2020,,fulton_county,GA,USA,https://www.roswellgov.com/residents/coronavirus,John,Roswell closure of all indoor city facilities until further notice,
214,TR_China,2/3/2020,,fulton_county,GA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
540,HE,2/26/2020,,fulton_county,GA,USA,https://dph.georgia.gov/press-releases/2020-02-26/dph-preparations-potential-spread,John,State publication of hygiene best practices,
541,CI,3/2/2020,,fulton_county,GA,USA,https://dph.georgia.gov/press-releases/2020-03-02/gov-kemp-officials-confirm-two-cases-covid-19-georgia,John,First known cases. Travel related,
542,HE,3/2/2020,,fulton_county,GA,USA,https://dph.georgia.gov/press-releases/2020-03-02/gov-kemp-officials-confirm-two-cases-covid-19-georgia,John,Updated publication of hygiene best practices,
543,HE,3/9/2020,,fulton_county,GA,USA,https://twitter.com/GaDPH/status/1237113394983026688,John,Additional publication of hygiene best practices,
544,HE,3/12/2020,,fulton_county,GA,USA,https://dph.georgia.gov/covid-19-daily-status-report,John,Start of state COVID-19 daily status report,
545,HQ,3/13/2020,,fulton_county,GA,USA,https://madmimi.com/p/8562601/preview,John,State guidelines recommending home quarantine,
547,PC,3/13/2020,,fulton_county,GA,USA,https://madmimi.com/p/8562601/preview,John,State approval for local school districts to issue closures,
548,SD,3/13/2020,,fulton_county,GA,USA,https://twitter.com/GaDPH/status/1238515902938787842,John,State recommendation for social distancing,
549,SOE,3/14/2020,4/13/2020,fulton_county,GA,USA,https://gov.georgia.gov/document/2020-executive-order/03142001/download,John,Date_end can be extended.,
550,PC,3/16/2020,3/31/2020,fulton_county,GA,USA,https://gov.georgia.gov/document/2020-executive-order/03162001/download,John,State closure of all schools,
554,CPV,3/16/2020,,fulton_county,GA,USA,https://www.fultoncountyga.gov/news/2020/03/17/updates-on-fulton-county-facility-closures-and-service-changes,John,State closure of all justice agencies for non-mission critical matters,
302,CI,1/22/2020,,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200122_2013896.shtml,Ziyi Qiu,,
303,HQ,1/22/2020,,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200122_2013896.shtml,Ziyi Qiu,All the suspicious case or close contact must stay at home for isolation. (not voluntary but mandatory),
304,SD,1/22/2020,,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200122_2013896.shtml,Ziyi Qiu,,
305,TR,1/22/2020,,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200122_2013896.shtml,Ziyi Qiu,,
306,GS,1/22/2020,3/14/2020,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200122_2013896.shtml;http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202003/t20200315_2181961.shtml,Ziyi Qiu,no specific size mentioned.,
307,HE,1/22/2020,,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200122_2013896.shtml,Ziyi Qiu,,
308,HS,1/22/2020,,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200122_2013896.shtml,Ziyi Qiu,,
309,SOE,1/22/2020,,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200122_2013896.shtml,Ziyi Qiu,,
311,PC,1/23/2020,,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200124_2014635.shtml,Ziyi Qiu,,
312,LD,1/23/2020,3/14/2020,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200124_2014635.shtml; http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202003/t20200315_2181961.shtml,Ziyi Qiu,,
313,CMT,1/23/2020,3/14/2020,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/fbjd/dtyw/202001/t20200123_2014580.shtml; http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202003/t20200319_2185226.shtml,Ziyi Qiu,,
314,NESC,1/23/2020,3/14/2020,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202001/t20200124_2014635.shtml; http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202003/t20200315_2181961.shtml,Ziyi Qiu,,
316,CPV,1/25/2020,3/11/2020,hubei_province,Hubei,China,http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202002/t20200202_2018167.shtml; http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202003/t20200319_2185226.shtml; http://wjw.hubei.gov.cn/bmdt/ztzl/fkxxgzbdgrfyyq/xxfb/202002/t20200219_2139264.shtml,Ziyi Qiu,,
565,HQ,3/4/2020,3/8/2020,hudson_county,NJ,USA,https://www.nj.gov/health/news/2020/approved/20200304a.shtml,Preeya,"NJ Wide - not Hudson County Specific: New Jersey Health Commission is asking individuals who attended religious events at the Temple Young Israel in New Rochelle, NY on Feb 22nd and 23rd to self quarantine until March 8th",
566,HE,3/6/2020,,hudson_county,NJ,USA,https://twitter.com/HCIAonline/status/1235958318562238464?s=20,Preeya,"Hygeine protocols shared on twitter by ""hudson County""",
567,HE,3/6/2020,,hudson_county,NJ,USA,https://twitter.com/ReadyNJ/status/1236112080631193600?s=20,Preeya,Coronavirus hotline to educate the community,
